NGO,Counsel,Weight
Commissioner of Official Languages for Canada,Élie Ducharme,1
Commissioner of Official Languages of Canada,Amélie Lavictoire,1
Commissioner of Official Languages of Canada,Audrey Levesque,1
Commissioner of Official Languages of Canada,Christine Ruest Norrena,3
Commissioner of Official Languages of Canada,Isabelle Bousquet,4
Commissioner of Official Languages of Canada,Isabelle Hardy,1
Commissioner of Official Languages of Canada,Kevin Shaar,2
Commissioner of Official Languages of Canada,Mathew Croitoru,1
Commissioner of Official Languages of Canada,Pascale Giguère,2
Commissioner of Official Languages of Canada,Rachel Guy,1
Commissioner of Official Languages of Canada,Élie Ducharme,3
"Communications, Energy and Paperworkers Union of Canada, Local 707",David Williams,1
"Communications, Energy and Paperworkers Union of Canada, Local 707",Ritu Khullar,1
"Communications, Energy and Paperworkers Union of Canada, Local 707",Vanessa Cosco,1
Community & Legal Aid Services Programme,David Cote,1
Community & Legal Aid Services Programme,Subodh Bharati,2
Community & Legal Aid Services Programme,Suzanne Johnson,1
Community Legal Assistance Society,David W. Mossop (QC),1
Community Legal Assistance Society,Diane Nielsen,1
Community Legal Assistance Society,Greg J. Allen,1
Community Legal Assistance Society,Lindsay A. Waddell,1
Community Legal Assistance Society,Lindsay M. Lyster,1
Community Legal Assistance Society,Wes McMillan,1
Community-Based Research Centre and the Canadian Centre for Gender & Sexual Diversity,Dustin Klaudt,1
Community-Based Research Centre and the Canadian Centre for Gender & Sexual Diversity,Grace McDonell,1
Community-Based Research Centre and the Canadian Centre for Gender & Sexual Diversity,Tristan Miller,1
Confédération des syndicats nationaux,Benoit Laurin,1
Confédération des syndicats nationaux,Isabelle Lanson,1
Confédération des syndicats nationaux,Karim Lebnan,1
Confédération des syndicats nationaux,Émilie Duchesne,1
Confédération des syndicats nationaux,Éric Lévesque,2
Confédération des syndicats nationaux and Union of Canadian Correctional Officers,Benoit Laurin,1
Confédération des syndicats nationaux and Union of Canadian Correctional Officers,Éric Lévesque,1
Conférence des juges de la Cour du Québec,Anaïs Bussières McNicoll,1
Conférence des juges de la Cour du Québec,Christine Baudouin,1
Conférence des juges de la Cour du Québec,François Grondin,1
Conférence des juges de la Cour du Québec,Guy J. Pratte,1
Conférence des juges de la Cour du Québec,Joel Mercier,1
Congress of Aboriginal Peoples,Andrew K. Lokan,1
Congress of Aboriginal Peoples,Andrew Lokan,3
Congress of Aboriginal Peoples,Glynnis Hawe,3
Conseil National des citoyens et citoyennes d'origine haïtienne,Mélisa Thibault,1
Conseil National des citoyens et citoyennes d'origine haïtienne,Stefan Martin,1
Conseil de la magistrature du Québec,Marc-André Fabien (AdE),1
Conseil de la magistrature du Québec,Vincent Cérat Lagana,1
Conseil des Atikamekw d'Opitciwan,Frédéric Boily,1
Conseil des Atikamekw d'Opitciwan,Jean-François Delisle,1
Conseil des Atikamekw d'Opitciwan,Kevin Ajmo,1
Conseil des Atikamekw d'Opitciwan,Stéphanie Ajmo,1
Conseil des écoles fransaskoises,Francis P. Poulin,1
Conseil des écoles fransaskoises,Roger J.F. Lepage (QC),1
Conseil du Trésor,Josée De Bellefeuille,1
Conseil du patronat du Québec,Louise Laplante,1
Conseil du patronat du Québec,Nancy Ménard-Cheng,1
Conseil du patronat du Québec,Sébastien Beauregard,1
Conseil du patronat du Québec Inc.,Jean H. Lafleur,1
Conseil du patronat du Québec Inc.,Pascale Gauthier,1
Conseil du patronat du Québec Inc.,Robert Dupont,1
Conseil du patronat du Québec inc.,Dominique Monet,1
Conseil du patronat du Québec inc.,Guy-François Lamy,1
Conseil du patronat du Québec inc.,Jean-Claude Turcotte,1
Conseil du patronat du Québec inc.,Ronald J. McRobie,1
Conseil du patronat du Québec inc.,Sébastien Parent,1
Conseil scolaire francophone de la Colombie-Britannique,Jean-Pierre Hachey,1
Conseil scolaire francophone de la Colombie-Britannique,Mark C. Power,1
Conseil scolaire francophone de la Colombie-Britannique et la Fédération des parents francophones de Colombie-Britannique,David P. Taylor,1
Conseil scolaire francophone de la Colombie-Britannique et la Fédération des parents francophones de Colombie-Britannique,Mark C. Power,1
Conseil scolaire francophone de la Colombie-Britannique et la Fédération des parents francophones de Colombie-Britannique,Maxine Vincelette,1
Conseil scolaire francophone de la Colombie-Britannique et la Fédération des parents francophones de Colombie-Britannique,Robert W. Grant (cr),1
Conseil scolaire francophone des Territoires du Nord-Ouest,David P. Taylor,1
Conseil scolaire francophone des Territoires du Nord-Ouest,Jean-Pierre Hachey,1
Conseil scolaire francophone des Territoires du Nord-Ouest,Mark C. Power,1
Conseil scolaire francophone des Territoires du Nord-Ouest,Robert Grant (cr),1
Conseil scolaire francophone provincial de Terre-Neuve-et-Labrador,Andrew Carricato,1
Consent and Capacity Board,Lorissa Sciarra,1
Constitutional Rights Centre Inc.,Paul Slansky,1
Construction Labour Relations - an Alberta Association and Enform,April Kosten,1
Construction Labour Relations - an Alberta Association and Enform,Barbara B. Johnston,1
Construction Owners Association of Alberta,April Kosten,1
Construction Owners Association of Alberta,Barbara B. Johnston,1
"Construction Owners Association of Alberta, Construction Labour Relations - an Alberta Association, Enform Canada, Electrical Contractors Association of Alberta, Mining Association of Canada, Mining Association of British Columbia",Barbara B. Johnston,1
Consumers Council of Canada,Daniel Hamson,1
Consumers Council of Canada,David Hamson,1
Consumers Council of Canada,Mohsen Seddigh,2
Consumers' Association of Canada,Daniel Bach,1
Consumers' Association of Canada,Elizabeth deBoer,1
Consumers' Association of Canada,Tyler Planeta,1
Contrôleur des armes à feu,Bernard Roy,1
Contrôleur des armes à feu,Hugo Jean,1
Contrôleur des armes à feu,Suzanne-L. Gauthier,1
Contrôleur des armes à feu,Éric Dufour,1
"Coop fédérée, Robert Murphy, Gary Neiderer",Julie Chenette,1
"Coop fédérée, Robert Murphy, Gary Neiderer",Sébastien Pierre-Roy,1
Corporation Archiépiscopale Catholique Romaine de Montréal and l'Archevêque Catholique Romain de Montréal,Milton James Fernandes,1
Corporation Archiépiscopale Catholique Romaine de Montréal and l'Archevêque Catholique Romain de Montréal,Sergio G. Famularo,1
Couche-Tard Inc.,Jean-Philippe Groleau,1
Couche-Tard Inc.,Louis-Martin O’Neill,1
Council of Canadian Administrative Tribunals,James Renihan,2
Council of Canadian Administrative Tribunals,Paul Michell,2
Council of Canadian Administrative Tribunals,Terrence J. O’Sullivan,2
Council of Canadians with Disabilities,David M. Wright,1
Council of Canadians with Disabilities,Dianne Wintermute,1
Council of Canadians with Disabilities,Gwen Brodsky,1
Council of Canadians with Disabilities,Helga D. Van Iderstine,1
Council of Canadians with Disabilities,Karen R. Spector,1
Council of Canadians with Disabilities,Kerri Joffe,1
Council of Canadians with Disabilities,Mariam Shanouda,1
Council of Canadians with Disabilities,Melina Buckley,1
"Council of Canadians with Disabilities, Canadian Association for Community Living",David Baker,1
"Council of Canadians with Disabilities, Canadian Association for Community Living",Emily Shepard,1
"Council of Canadians with Disabilities, Canadian Association for Community Living",Sarah Mohamed,1
"Council of Canadians: Prairie and Northwest Territories Region, Council of Canadians: Regina Chapter, Council of Canadians: Saskatoon Chapter, New-Brunswick Anti-Shale Gas Alliance and Youth of the Earth",Larry W. Kowalchuk,1
Council of Yukon First Nations,Daryn Leas,2
Council of Yukon First Nations,James M. Coady,1
Council of Yukon First Nations,James M. Coady (KC),1
Council of Yukon First Nations,Tammy Shoranick,2
Council of the Haida Nation,David Paterson,1
Council of the Haida Nation,Louise Mandell (QC),1
Council of the Haida Nation,Michael Jackson (QC),1
Council of the Haida Nation,Stuart Rush (QC),1
Council of the Haida Nation,Terri-Lynn Williams-Davidson,1
Council of the Passamaquoddy Nation at Schoodic,Paul Charles Williams,1
"Couturier, Luc",Roxanne Hardy,1
"Cowichan Tribes, Stz'Uminus First Nation, Penelakut Tribe and Halalt First Nation",Candice Charlie,1
"Cowichan Tribes, Stz'Uminus First Nation, Penelakut Tribe and Halalt First Nation",David M. Robbins,1
"Cowichan Tribes, Stz'Uminus First Nation, Penelakut Tribe and Halalt First Nation",Jessica Proudfoot,1
"Cowichan Tribes, Stz'Uminus First Nation, Penelakut Tribe and Halalt First Nation",Michelle L. Bradley,1
Criminal Lawyers Association (Ontario),Chris Sewrattan,1
Criminal Lawyers Association (Ontario),Colleen Bauman,1
Criminal Lawyers Association (Ontario),Frank Addario,1
Criminal Lawyers Association (Ontario),Sweta Tejpal,1
Criminal Lawyers' Association (CLA),Adam Little,2
Criminal Lawyers' Association (CLA),Adam Weisberg,1
Criminal Lawyers' Association (CLA),Alan D. Gold,1
Criminal Lawyers' Association (CLA),Alexandra Heine,1
Criminal Lawyers' Association (CLA),Andrew Bigioni,1
Criminal Lawyers' Association (CLA),Andrew Burgess,3
Criminal Lawyers' Association (CLA),Andrew Guaglio,1
Criminal Lawyers' Association (CLA),Andrew Menchynski,2
Criminal Lawyers' Association (CLA),Anil K. Kapoor,3
Criminal Lawyers' Association (CLA),Anita Szigeti,2
Criminal Lawyers' Association (CLA),Anthony Moustacalis,2
Criminal Lawyers' Association (CLA),Apple Newton-Smith,1
Criminal Lawyers' Association (CLA),Bernadette Saad,1
Criminal Lawyers' Association (CLA),Bianca Bell,2
Criminal Lawyers' Association (CLA),Brandon Chung,1
Criminal Lawyers' Association (CLA),Breana Vandebeek,2
Criminal Lawyers' Association (CLA),Breana Vandebek,1
Criminal Lawyers' Association (CLA),Breese Davies,3
Criminal Lawyers' Association (CLA),Brian Gover,2
Criminal Lawyers' Association (CLA),Brian H. Greenspan,1
Criminal Lawyers' Association (CLA),Bryan Badali,1
Criminal Lawyers' Association (CLA),Cameron Cotton-O’Brien,1
Criminal Lawyers' Association (CLA),Candice Suter,1
Criminal Lawyers' Association (CLA),Carlo Di Carlo,3
Criminal Lawyers' Association (CLA),Catriona Verner,1
Criminal Lawyers' Association (CLA),Chris Sewrattan,1
Criminal Lawyers' Association (CLA),Christine Mainville,3
Criminal Lawyers' Association (CLA),Colleen McKeown,2
Criminal Lawyers' Association (CLA),Daniel Brown,2
Criminal Lawyers' Association (CLA),Daniel Goldbloom,2
Criminal Lawyers' Association (CLA),Daniel Sheppard,1
Criminal Lawyers' Association (CLA),Danielle Robitaille,1
Criminal Lawyers' Association (CLA),Deepa Negandhi,2
Criminal Lawyers' Association (CLA),Dirk Derstine,1
Criminal Lawyers' Association (CLA),Emma Phillips,1
Criminal Lawyers' Association (CLA),Eric Neubauer,2
Criminal Lawyers' Association (CLA),Eric S. Neubauer,1
Criminal Lawyers' Association (CLA),Erin Dann,8
Criminal Lawyers' Association (CLA),Faisal Mirza,1
Criminal Lawyers' Association (CLA),Frank Addario,5
Criminal Lawyers' Association (CLA),Fredrick Schumann,1
Criminal Lawyers' Association (CLA),Gerald Chan,4
Criminal Lawyers' Association (CLA),Howard Krongold,1
Criminal Lawyers' Association (CLA),Howard L. Krongold,3
Criminal Lawyers' Association (CLA),Ian R. Smith,1
Criminal Lawyers' Association (CLA),Ingrid Grant,3
Criminal Lawyers' Association (CLA),James Foy,1
Criminal Lawyers' Association (CLA),Janani Shanmuganathan,2
Criminal Lawyers' Association (CLA),Jennifer Micallef,1
Criminal Lawyers' Association (CLA),Jill R. Presser,4
Criminal Lawyers' Association (CLA),Joanna Baron,1
Criminal Lawyers' Association (CLA),Joanna Weiss,1
Criminal Lawyers' Association (CLA),John M. Rosen,1
Criminal Lawyers' Association (CLA),John Norris,4
Criminal Lawyers' Association (CLA),Jolene Hansell,1
Criminal Lawyers' Association (CLA),Jonathan Dawe,5
Criminal Lawyers' Association (CLA),Jonathan M. Rosenthal,2
Criminal Lawyers' Association (CLA),Jonathan Rosenthal,1
Criminal Lawyers' Association (CLA),Joseph Di Luca,1
Criminal Lawyers' Association (CLA),Joseph Wilkinson,1
Criminal Lawyers' Association (CLA),Justin Safayeni,3
Criminal Lawyers' Association (CLA),Kate Robertson,3
Criminal Lawyers' Association (CLA),Kelly Doctor,1
Criminal Lawyers' Association (CLA),Kristen Allen,1
Criminal Lawyers' Association (CLA),Laura Metcalfe,1
Criminal Lawyers' Association (CLA),Lauren Binhammer,1
Criminal Lawyers' Association (CLA),Lauren Mills Taylor,1
Criminal Lawyers' Association (CLA),Lindsay Board,1
Criminal Lawyers' Association (CLA),Lindsay Daviau,2
Criminal Lawyers' Association (CLA),Louis P. Strezos,1
Criminal Lawyers' Association (CLA),Lucy Saunders,1
Criminal Lawyers' Association (CLA),Maija Martin,1
Criminal Lawyers' Association (CLA),Marie Henein,3
Criminal Lawyers' Association (CLA),Marie-France Major,1
Criminal Lawyers' Association (CLA),Mark C. Halfyard,2
Criminal Lawyers' Association (CLA),Marlys A. Edwardh,2
Criminal Lawyers' Association (CLA),Matthew Gourlay,2
Criminal Lawyers' Association (CLA),Matthew R. Gourlay,2
Criminal Lawyers' Association (CLA),Maxime Hebrard,1
Criminal Lawyers' Association (CLA),Meaghan McMahon,2
Criminal Lawyers' Association (CLA),Meara Conway,1
Criminal Lawyers' Association (CLA),Megan Savard,2
Criminal Lawyers' Association (CLA),Michael Dineen,4
Criminal Lawyers' Association (CLA),Michael Lacy,1
Criminal Lawyers' Association (CLA),Michael W. Lacy,2
Criminal Lawyers' Association (CLA),Michal Fairburn,2
Criminal Lawyers' Association (CLA),Michelle M. Biddulph,2
Criminal Lawyers' Association (CLA),Mindy Caterina,1
Criminal Lawyers' Association (CLA),Nader R. Hasan,2
Criminal Lawyers' Association (CLA),Naomi Greckol-Herlich,2
Criminal Lawyers' Association (CLA),Naomi M. Lutes,1
Criminal Lawyers' Association (CLA),Nathan Gorham,2
Criminal Lawyers' Association (CLA),Neil Wilson,1
Criminal Lawyers' Association (CLA),P. Andras Schreck,2
Criminal Lawyers' Association (CLA),Patrick Ducharme,1
Criminal Lawyers' Association (CLA),Paul J.I. Alexander,1
Criminal Lawyers' Association (CLA),Paul K. Burstein,1
Criminal Lawyers' Association (CLA),Paul Le Vay,1
Criminal Lawyers' Association (CLA),Paul Socka,1
Criminal Lawyers' Association (CLA),Peter Thorning,2
Criminal Lawyers' Association (CLA),Promise Holmes Skinner,1
Criminal Lawyers' Association (CLA),R. Philip Campbell,1
Criminal Lawyers' Association (CLA),Richard Macklin,1
Criminal Lawyers' Association (CLA),Robin Parker,1
Criminal Lawyers' Association (CLA),Russell Silverstein,2
Criminal Lawyers' Association (CLA),Samara Secter,2
Criminal Lawyers' Association (CLA),Sarah Strban,1
Criminal Lawyers' Association (CLA),Scott C. Hutchison,3
Criminal Lawyers' Association (CLA),Shannon S.W. O’Connor,1
Criminal Lawyers' Association (CLA),Sharon E. Lavine,1
Criminal Lawyers' Association (CLA),Susan M. Chapman,6
Criminal Lawyers' Association (CLA),Vanessa MacDonnell,1
Criminal Lawyers' Association (CLA),Victoria M. Cichalewska,2
Criminal Lawyers' Associaton (Ontario),Louis P. Strezos,1
Criminal Lawyers' Associaton (Ontario),Sherif Foda,1
Criminal Lawyers’ Association,Adam Little,2
Criminal Lawyers’ Association,Laura Metcalfe,2
Criminal Lawyers’ Association (Ontario),Jolene Hansell,1
Criminal Lawyers’ Association (Ontario),Maija Martin,1
Criminal Lawyers’ Association (Ontario),Mark C. Halfyard,1
Criminal Lawyers’ Association (Ontario),Sara Little,1
Criminal Lawyers’ Association of Ontario,Cassandra Richards,1
Criminal Lawyers’ Association of Ontario,Colleen McKeown,1
Criminal Lawyers’ Association of Ontario,Jonathan Dawe,1
Criminal Lawyers’ Association of Ontario,Megan Savard,1
Criminal Lawyers’ Association of Ontario,Samara Secter,1
Criminal Lawyers’ Association of Ontario,Sherif M. Foda,1
Criminal Trial Lawyers' Association,Daniel J. Song (KC),1
Criminal Trial Lawyers' Association,Derek Jugnauth,1
Criminal Trial Lawyers' Association,D’Arcy DePoe,1
Criminal Trial Lawyers' Association,Jennifer Ruttan,1
Criminal Trial Lawyers' Association,Kathryn A. Quinlan,2
Criminal Trial Lawyers' Association,Kristofer J. Advent,1
Criminal Trial Lawyers' Association,Peter Sankoff,1
Criminal Trial Lawyers' Association,Shannon K.C. Prithipaul,1
Criminal Trial Lawyers' Association,Stacey M. Purser,1
Criminal Trial Lawyers' Association,Tania Shapka,2
Criminal Trial Lawyers' Association,William J. Van Engen,1
Criminal Trial Lawyers' Association (Alberta),Aloneissi O’Neill,1
Criminal Trial Lawyers' Association (Alberta),Dane F. Bullerwell,1
Criminal Trial Lawyers' Association (Alberta),Graham Johnson,1
Criminal Trial Lawyers' Association (Alberta),Nathan J. Whitling,1
Criminal Trial Lawyers' Association (Alberta),Stacey M. Purser,1
Criminal Trial Lawyers' Association (Alberta) and Criminal Defence Lawyers Association (Calgary),Ian Savage,1
Criminal Trial Lawyers' Association (Alberta) and Criminal Defence Lawyers Association (Calgary),Michael Oykhman,1
Criminal Trial Lawyers' Association (Alberta) and Criminal Defence Lawyers Association (Calgary),Shannon Prithipaul,1
Criminal Trial Lawyers' Association (Alberta) and Criminal Defence Lawyers Association (Calgary),Stephen M. Smith,1
Criminal Trial Lawyers’ Association,Mona Duckett (KC),1
David Asper Centre for Constitutional Rights,Adriel Weaver,1
David Asper Centre for Constitutional Rights,Alexandra Heine,1
David Asper Centre for Constitutional Rights,Alexi N. Wood,1
David Asper Centre for Constitutional Rights,Audrey Macklin,2
David Asper Centre for Constitutional Rights,Barbara Jackman,1
David Asper Centre for Constitutional Rights,Breese Davies,1
David Asper Centre for Constitutional Rights,Cheryl Milne,14
David Asper Centre for Constitutional Rights,Debbie Boswell,1
David Asper Centre for Constitutional Rights,Earl A. Cherniak (KC),1
David Asper Centre for Constitutional Rights,Frances Mahon,1
David Asper Centre for Constitutional Rights,Gerald Chan,1
David Asper Centre for Constitutional Rights,Hamish Stewart,1
David Asper Centre for Constitutional Rights,Jennifer P. Saville,1
David Asper Centre for Constitutional Rights,Jessica Orkin,2
David Asper Centre for Constitutional Rights,John Norris,2
David Asper Centre for Constitutional Rights,Joseph J. Arvay (QC),1
David Asper Centre for Constitutional Rights,Kent Roach,6
David Asper Centre for Constitutional Rights,Kristen Allen,1
David Asper Centre for Constitutional Rights,Lisa Austin,2
David Asper Centre for Constitutional Rights,Lorne Sossin,1
David Asper Centre for Constitutional Rights,Louis Century,1
David Asper Centre for Constitutional Rights,Marlys A. Edwardh,1
David Asper Centre for Constitutional Rights,Megan Stephens,1
David Asper Centre for Constitutional Rights,Natai Shelsen,1
David Asper Centre for Constitutional Rights,Neil Abraham,1
David Asper Centre for Constitutional Rights,Paul Schabas,1
David Asper Centre for Constitutional Rights,Susan Ursel,1
David Asper Centre for Constitutional Rights and University of Toronto Faculty of Law,Cheryl Milne,1
David Asper Centre for Constitutional Rights and University of Toronto Faculty of Law,Kent Roach,1
"David Asper Centre for Constitutional Rights and Women's Legal Education and Action Fund, Inc (LEAF)",Cheryl Milne,1
"David Asper Centre for Constitutional Rights and Women's Legal Education and Action Fund, Inc (LEAF)",Kim Stanton,1
"David Asper Centre for Constitutional Rights, International Human Rights Program, University of Toronto Faculty of Law",Carmen Cheung,1
"David Asper Centre for Constitutional Rights, International Human Rights Program, University of Toronto Faculty of Law",John Norris,1
"David Asper Centre for Constitutional Rights, University of Toronto Faculty of Law",Cheryl Milne,1
"David Asper Centre for Constitutional Rights, University of Toronto Faculty of Law",Raj Anand,1
"David Asper Centre for Constitutional Rights, West Coast Legal Education and Action Fund Association and Women's Legal Education and Action Fund Inc.",Cheryl Milne,1
"David Asper Centre for Constitutional Rights, West Coast Legal Education and Action Fund Association and Women's Legal Education and Action Fund Inc.",Jamie Liew,1
David Asper Centre of Constitutional Rights,Cheryl Milne,1
David Asper Centre of Constitutional Rights,Stephen Aylward,1
David Suzuki Foundation,Joshua Ginsberg,1
David Suzuki Foundation,Randy Christensen,1
Defence Counsel Association of Ottawa,Michael A. Johnston,1
Defence Counsel Association of Ottawa,Solomon Friedman,1
Defence for Children International - Canada,Farrah Hudani,2
Defence for Children International - Canada,Jeffery Wilson,1
Defence for Children International - Canada,Jessica Braude,1
Defence for Children International - Canada,Jessica Luscombe,1
Defence for Children International-Canada,Christina Doris,1
Defence for Children International-Canada,Farrah Hudani,1
Defence for Children International-Canada,Jeffery Wilson,1
Democracy Watch,Crawford G. Smith,1
Democracy Watch,William C. S. Maidment,1
Director of Child Protection for the Province of Prince Edward Island,Mitchell M. O’Shea,1
Director of Criminal and Penal Prosecutions,Daniel Royer,1
Director of Criminal and Penal Prosecutions,Julie Nadeau,1
Director of Criminal and Penal Prosecutions,Justin Tremblay,1
Director of Criminal and Penal Prosecutions,Nicolas Abran,2
Director of Criminal and Penal Prosecutions,Philippe Desjardins,1
Director of Criminal and Penal Prosecutions of Quebec,Julie Nadeau,1
Director of Criminal and Penal Prosecutions of Quebec,Lina Thériault,1
Director of criminal and penal prosecutions,Andrej Skoko,1
Director of criminal and penal prosecutions,Justin Tremblay,1
Director of criminal and penal prosecutions,Lina Thériault,1
Director of criminal and penal prosecutions,Marie Vauclair,1
Director of criminal and penal prosecutions,Pauline Lachance,1
Director of criminal and penal prosecutions of Québec,Ann Ellefsen-Tremblay,1
Director of criminal and penal prosecutions of Québec,Nicolas Abran,1
Don Valley Community Legal Services,Alexandra Monkhouse,2
Don Valley Community Legal Services,Andrew Monkhouse,2
Don Valley Community Legal Services,Busayo A. Faderin,1
Dr. Peter AIDS Foundation,Andrew I. Nathanson,1
Dr. Peter AIDS Foundation,Brook Greenberg,1
Durham Community Legal Clinic,Omar Ha-Redeye,1
Dying with Dignity,Cynthia Petersen,1
Dying with Dignity,Kelly Doctor,1
"Décary, Robert",Jeffrey Haylock,1
"Décary, Robert",Nicolas M. Rouleau,1
"Décary, Robert",Sébastien Grammond,1
Dépanneur Magog-Orford Inc,Geneviève Allen,1
Dépanneur Magog-Orford Inc,Geneviève Cotnam,1
Dépanneur Magog-Orford Inc,Émilie Bilodeau,1
EarthRights International,Alison M. Latimer,1
EarthRights International,Tamara Morgenthan,1
East Prairie Métis Settlement,Jeffrey Beedell,1
East Prairie Métis Settlement,Richard B. Hajduk,1
East Prairie Métis Settlement,Rodger C. Gibbs,1
Ecojustice Canada,Justin Sinclair Duncan,1
Ecojustice Canada,Kaitlyn Mitchell,1
Ecojustice Canada Society,Anna McIntosh,1
Ecojustice Canada Society,Barry Robinson,1
Ecojustice Canada Society,Bronwyn Roe,2
Ecojustice Canada Society,Daniel Cheater,1
Ecojustice Canada Society,Joshua Ginsberg,3
Ecojustice Canada Society,Julia Croome,2
Ecojustice Canada Society,Kegan Pepper-Smith,1
Ecojustice Canada Society,Kurt Stilwell,1
Ecojustice Canada Society,Laura Bowman,2
Ecojustice Canada Society,Lindsay Beck,1
Ecojustice Canada Society,Randy Christensen,1
Ecojustice Canada Society,Sarah McDonald,1
Ecojustice Canada Society,Sean Nixon,1
Ecojustice Canada Society,Sue Tan,1
Egale Canada,Adam Goldenberg,2
Egale Canada,Adriel Weaver,2
Egale Canada,Bennett Jensen,1
Egale Canada,Brendan MacArthur-Stevens,1
Egale Canada,Connor Bildfell,1
Egale Canada,Gregory Sheppard,1
Egale Canada,Solomon McKenzie,1
Egale Canada,Steven Barrett,2
Egale Canada Human Rights Trusts,Adrienne Smith,1
Egale Canada Human Rights Trusts,Michael Battista,1
Egale Canada Inc.,Cynthia Petersen,1
"Eggleton, Art",Christine Davies,1
"Eggleton, Art",Howard Goldblatt,1
Elizabeth Métis Settlement,Tara Rout,1
Elizabeth Métis Settlement,Thomas R. Owen,1
Empowerment Council,Anita Szigeti,6
Empowerment Council,Carter Martell,3
Empowerment Council,Cassandra DeMelo,1
Empowerment Council,Dr. Ruby Dhand,1
Empowerment Council,Karen R. Spector,1
Empowerment Council,Mariam Shanouda,1
Empowerment Council,Maya Kotob,1
Empowerment Council,Maya Shukairy,2
Empowerment Council,Sarah Rankin,2
Empowerment Council,Shira Brass,1
"Empowerment Council, Systemic Advocates in Addictions and Mental Health",Anita Szigeti,2
"Empowerment Council, Systemic Advocates in Addictions and Mental Health",Carter Martell,1
"Empowerment Council, Systemic Advocates in Addictions and Mental Health",Karen R. Spector,1
"Empowerment Council, Systemic Advocates in Addictions and Mental Health",Maya Kotob,2
"Empowerment Council, Systemic Advocates in Addictions and Mental Health",Sarah Rankin,2
End Immigration Detention Network,Maija Martin,1
End Immigration Detention Network,Swathi Sekhar,1
Ending Violence Association of Canada,Greg J. Allen,1
Ending Violence Association of Canada,Jorie Les,1
Ending Violence Association of Canada,Julia R. Wolfe,1
Equal Pay Coalition,Fay Faraday,1
Equal Pay Coalition,Janet E. Borowy,1
"Equal Pay Coalition, New Brunswick Coalition for Pay Equity, Women's Legal Education and Action Fund",Fay Faraday,1
"Equal Pay Coalition, New Brunswick Coalition for Pay Equity, Women's Legal Education and Action Fund",Janet E. Borowy,1
Euthanasia Prevention Coalition,Hugh R. Scher,1
Euthanasia Prevention Coalition and Euthanasia Prevention Coalition - British Columbia,Geoff Cowper (QC),1
Euthanasia Prevention Coalition and Euthanasia Prevention Coalition - British Columbia,Hugh R. Scher,1
Evangelical Fellowship of Canada,Albertos Polizogopoulos,8
Evangelical Fellowship of Canada,D. Geoffrey Cowper (QC),2
Evangelical Fellowship of Canada,Derek Ross,1
Evangelical Fellowship of Canada,Don Hutchinson,2
Evangelical Fellowship of Canada,Donald E.L. Hutchinson,1
Evangelical Fellowship of Canada,Donald Hutchinson,1
Evangelical Fellowship of Canada,Faye Sonier,2
Evangelical Fellowship of Canada,Geoffrey Trotter,3
Evangelical Fellowship of Canada,Georgialee A. Lang,1
Evangelical Fellowship of Canada,Kristin Debs,2
Evangelical Fellowship of Canada,Stefan Cyr,1
Evangelical Fellowship of Canada and Association for Reformed Political Action (ARPA) Canada,Garifalia C. Milousis,1
Evangelical Fellowship of Canada and Association for Reformed Political Action (ARPA) Canada,John Sikkema,1
Evangelical Fellowship of Canada and Catholic Civil Rights League,Albertos Polizogopoulos,1
Explorers and Producers Association of Canada,Kylan Kidd,1
Fair Voting British Columbia,Nicolas Rouleau,1
Faith and Freedom Alliance,Gwendoline Allison,2
Faith and Freedom Alliance,Jack R. Maslen,1
Faith and Freedom Alliance,Ranjan K. Agarwal,1
Faith and Freedom Alliance,Robert W. Staley,1
Faith and Freedom Alliance and Protection of Conscience Project,Jack R. Maslen,1
Faith and Freedom Alliance and Protection of Conscience Project,Ranjan K. Agarwal,1
Faith and Freedom Alliance and Protection of Conscience Project,Robert W. Staley,1
"Faith, Fealty & Creed Society",Blake Bromley,2
"Faith, Fealty and Creed Society",Blake Bromley,1
"Faith, Fealty and Creed Society",Eugene Meehan (QC),1
"Faith, Fealty and Creed Society",Kathryn Chan,1
"Faith, Fealty and Creed Society",Thomas Slade,1
Farewell Foundation For The Right To Die,Jason B. Gratl,1
Federally Regulated Employers Transportation and Communications,Roy L. Heenan,1
Federally Regulated Employers Transportation and Communications,Thomas E. Brady,1
Federation of Asian Canadian Lawyers and Canadian Muslim Lawyers Association,Fahad Siddiqui,1
Federation of Asian Canadian Lawyers and the Chinese and Southeast Asian Legal Clinic,Avvy Yao-Yao Go,1
Federation of Asian Canadian Lawyers and the Chinese and Southeast Asian Legal Clinic,Gerald Chan,1
Federation of Asian Canadian Lawyers and the Chinese and Southeast Asian Legal Clinic,Lindsay Board,1
Federation of Canadian Municipalities,Marie-France Major,1
Federation of Canadian Municipalities,Mary Eberts,1
Federation of Canadian Municipalities,Stéphane Émard-Chabot,1
Federation of Canadian Municipalities,William B. Henderson,1
Federation of Law Societies of Canada,Alison M. Latimer,1
Federation of Law Societies of Canada,Babak Barin,1
Federation of Law Societies of Canada,Bienenstock,1
Federation of Law Societies of Canada,Claire E. Hunter (KC),1
Federation of Law Societies of Canada,Devin Eeg,1
Federation of Law Societies of Canada,Ewa Krajewska,1
Federation of Law Societies of Canada,Fahad Siddiqui,1
Federation of Law Societies of Canada,Frédéric Côté,1
