NGO,Counsel,Weight
British Columbia Civil Liberties Association (BCCLA),Alexandra Belley-McKinnon,1
British Columbia Civil Liberties Association (BCCLA),Alexandra Luchenko,1
British Columbia Civil Liberties Association (BCCLA),Alison M. Latimer,2
British Columbia Civil Liberties Association (BCCLA),Amanda G. Manasterski,2
British Columbia Civil Liberties Association (BCCLA),Andrew I. Nathanson,1
British Columbia Civil Liberties Association (BCCLA),Andrew W. MacDonald,1
British Columbia Civil Liberties Association (BCCLA),Angela M. Juba,1
British Columbia Civil Liberties Association (BCCLA),Anne Amos-Stewart,1
British Columbia Civil Liberties Association (BCCLA),Ariel Solose,1
British Columbia Civil Liberties Association (BCCLA),Brendan Van Niejenhuis,1
British Columbia Civil Liberties Association (BCCLA),Brent B. Olthuis,1
British Columbia Civil Liberties Association (BCCLA),Brent Olthuis,1
British Columbia Civil Liberties Association (BCCLA),Brodie Noga,1
British Columbia Civil Liberties Association (BCCLA),Carly Peddle,1
British Columbia Civil Liberties Association (BCCLA),Chloe Trudel,1
British Columbia Civil Liberties Association (BCCLA),Claire E. Hunter,1
British Columbia Civil Liberties Association (BCCLA),Colleen Bauman,1
British Columbia Civil Liberties Association (BCCLA),Dahlia Shuhaibar,1
British Columbia Civil Liberties Association (BCCLA),Daniel A. Webster (QC),1
British Columbia Civil Liberties Association (BCCLA),Daniel J. Song (KC),2
British Columbia Civil Liberties Association (BCCLA),Daniel Sheppard,1
British Columbia Civil Liberties Association (BCCLA),Danielle Robitaille,1
British Columbia Civil Liberties Association (BCCLA),Danny Urquhart,1
British Columbia Civil Liberties Association (BCCLA),E. David Crossin (QC),1
British Columbia Civil Liberties Association (BCCLA),Eileen Patel,1
British Columbia Civil Liberties Association (BCCLA),Elin Sigurdson,1
British Columbia Civil Liberties Association (BCCLA),Elizabeth France,2
British Columbia Civil Liberties Association (BCCLA),Emily Lapper,1
British Columbia Civil Liberties Association (BCCLA),Emily MacKinnon,4
British Columbia Civil Liberties Association (BCCLA),Emily Mackinnon,1
British Columbia Civil Liberties Association (BCCLA),Emily Wang,1
British Columbia Civil Liberties Association (BCCLA),Frances Mahon,2
British Columbia Civil Liberties Association (BCCLA),Fraser Harland,1
British Columbia Civil Liberties Association (BCCLA),Ga Grant,1
British Columbia Civil Liberties Association (BCCLA),Gavin R. Cameron,1
British Columbia Civil Liberties Association (BCCLA),Gerald Chan,10
British Columbia Civil Liberties Association (BCCLA),Gib Van Ert,1
British Columbia Civil Liberties Association (BCCLA),Gib van Ert,3
British Columbia Civil Liberties Association (BCCLA),Greg J. Allen,4
British Columbia Civil Liberties Association (BCCLA),Gregory DelBigio (QC),1
British Columbia Civil Liberties Association (BCCLA),H. Michael Rosenberg,2
British Columbia Civil Liberties Association (BCCLA),Heather E. Cochran,1
British Columbia Civil Liberties Association (BCCLA),Jake Babad,1
British Columbia Civil Liberties Association (BCCLA),Jason B. Gratl,2
British Columbia Civil Liberties Association (BCCLA),Jean-Philippe Groleau,1
British Columbia Civil Liberties Association (BCCLA),Jeremy Opolsky,1
British Columbia Civil Liberties Association (BCCLA),Jessica Derynck,1
British Columbia Civil Liberties Association (BCCLA),Jessica L. Derynck,2
British Columbia Civil Liberties Association (BCCLA),Jessica Magonet,2
British Columbia Civil Liberties Association (BCCLA),Jessica Orkin,2
British Columbia Civil Liberties Association (BCCLA),Jill Copeland,1
British Columbia Civil Liberties Association (BCCLA),Joana G. Thackeray,1
British Columbia Civil Liberties Association (BCCLA),Joana Thackeray,1
British Columbia Civil Liberties Association (BCCLA),Joanne R. Lysyk,1
British Columbia Civil Liberties Association (BCCLA),Joseph J. Arvay (QC),1
British Columbia Civil Liberties Association (BCCLA),Joshua Sealy-Harrington,1
British Columbia Civil Liberties Association (BCCLA),Julie Lowenstein,1
British Columbia Civil Liberties Association (BCCLA),Justin Safayeni,1
British Columbia Civil Liberties Association (BCCLA),Kate Oja,1
British Columbia Civil Liberties Association (BCCLA),Kathryn Gullason,1
British Columbia Civil Liberties Association (BCCLA),Kent Roach,2
British Columbia Civil Liberties Association (BCCLA),Laura M. Cundari,1
British Columbia Civil Liberties Association (BCCLA),Lindsay M. Lyster,3
British Columbia Civil Liberties Association (BCCLA),Lorne Waldman,1
British Columbia Civil Liberties Association (BCCLA),Maia Tsurumi,2
British Columbia Civil Liberties Association (BCCLA),Marilyn E. Sandford (QC),1
British Columbia Civil Liberties Association (BCCLA),Marlys A. Edwardh,2
British Columbia Civil Liberties Association (BCCLA),Martin Twigg,2
British Columbia Civil Liberties Association (BCCLA),Matthew A. Nathanson,1
British Columbia Civil Liberties Association (BCCLA),Megan Vis-Dunbar,3
British Columbia Civil Liberties Association (BCCLA),Micah B. Rankin,1
British Columbia Civil Liberties Association (BCCLA),Michael A. Feder,6
British Columbia Civil Liberties Association (BCCLA),Michael Fenrick,2
British Columbia Civil Liberties Association (BCCLA),Michael Jackson (QC),2
British Columbia Civil Liberties Association (BCCLA),Molly Krishtalka,1
British Columbia Civil Liberties Association (BCCLA),Monique Pongracic-Speier (QC),1
British Columbia Civil Liberties Association (BCCLA),Nader R. Hasan,9
British Columbia Civil Liberties Association (BCCLA),Nader R. Hassan,1
British Columbia Civil Liberties Association (BCCLA),Nicole C. Gilewicz,1
British Columbia Civil Liberties Association (BCCLA),Paul Daly,1
British Columbia Civil Liberties Association (BCCLA),Peter Kolla,2
British Columbia Civil Liberties Association (BCCLA),Peter W. Hogg (QC),1
British Columbia Civil Liberties Association (BCCLA),Rebecca Spigelman,1
British Columbia Civil Liberties Association (BCCLA),Robert A. Centa,2
British Columbia Civil Liberties Association (BCCLA),Roy W. Millen,4
British Columbia Civil Liberties Association (BCCLA),Ruthie Wellen,1
British Columbia Civil Liberties Association (BCCLA),Ryan D.W. Dalziel,3
British Columbia Civil Liberties Association (BCCLA),Safiyya Ahmad,2
British Columbia Civil Liberties Association (BCCLA),Sheila M. Tucker,1
British Columbia Civil Liberties Association (BCCLA),Simon V. Potter,2
British Columbia Civil Liberties Association (BCCLA),Stephanie McHugh,1
British Columbia Civil Liberties Association (BCCLA),Stephen Armstrong,1
British Columbia Civil Liberties Association (BCCLA),Stephen Aylward,1
British Columbia Civil Liberties Association (BCCLA),Stephen Chin,1
British Columbia Civil Liberties Association (BCCLA),Susan M. Precious,1
British Columbia Civil Liberties Association (BCCLA),Tae Mee Park,1
British Columbia Civil Liberties Association (BCCLA),Thomas J. Moran,1
British Columbia Civil Liberties Association (BCCLA),Tiffany O’Hearn Davies,1
British Columbia Civil Liberties Association (BCCLA),Tim A. Dickson,2
British Columbia Civil Liberties Association (BCCLA),Veronica Martisius,1
British Columbia Civil Liberties Association (BCCLA),Vincent Larochelle,3
British Columbia Civil Liberties Association (BCCLA),W. David McEwan,1
British Columbia Civil Liberties Association (BCCLA),Ward K. Branch,1
British Columbia Civil Liberties Association (BCCLA),Warda Shazadi Meighen,1
"British Columbia Civil Liberties Association, Union of British Columbia Indian Chiefs",Bijon Roy,1
"British Columbia Civil Liberties Association, Union of British Columbia Indian Chiefs",Christine Johnson,1
"British Columbia Civil Liberties Association, Union of British Columbia Indian Chiefs",Paul Champ,1
British Columbia Council of Administrative Tribunals,Oliver Pulleyblank,1
British Columbia Council of Administrative Tribunals,Tim Dickson,1
British Columbia Freedom of Information and Privacy Association,Emily MacKinnon,1
British Columbia Freedom of Information and Privacy Association,Michael A. Feder,1
British Columbia Humanist Association,Wesley J. McMillan,3
British Columbia International Commercial Arbitration Centre Foundation,Gavin R. Cameron,2
British Columbia International Commercial Arbitration Centre Foundation,Tom Posyniak,2
British Columbia Lottery Corporation,K. Michael Stephens,1
British Columbia Lottery Corporation,Shannon Ramsay,1
British Columbia Nurses' Union,Marjorie Brown,1
British Columbia Teachers' Federation,Robyn Trask,1
British Columbia Treaty Commission,Alison Burns,1
British Columbia Treaty Commission,Joshua Hutchinson,1
British Columbia Treaty Commission,Roy W. Millen,1
Business Council of Alberta,Brodie Noga,1
Business Council of Alberta,Maureen E. Killoran (KC),1
Business Council of Alberta,Sean Sutherland,1
"Business Council of British Columbia, Council of Forest Industries, Coast Forest Products Association, Mining Association of British Columbia and Association for Mineral Exploration British Columbia",Charles F. Willms,1
"Business Council of British Columbia, Council of Forest Industries, Coast Forest Products Association, Mining Association of British Columbia and Association for Mineral Exploration British Columbia",Kevin O’Callaghan,1
Business Council of Canada,Catherine Beagan Flood,1
Business Council of Canada,Spencer Livingstone,1
"Bédard, Richard",Mark J. Paci,1
C. Lagrandeur et fils Inc.,Jean Beaudry,1
C.H.O.A. Condominium Home Owners' Association of B.C.,Wes McMillan,1
CMRRA/SODRAC Inc.,Casey M. Chisick,2
CMRRA/SODRAC Inc.,Jason Beitchman,2
CMRRA/SODRAC Inc.,Timothy Pinos,2
Cambridge Comparative Administrative Law Forum,Bruno Gélinas-Faucher,2
Cambridge Comparative Administrative Law Forum,Francis Lévesque,2
Cambridge Comparative Administrative Law Forum,Paul Warchuk,2
Canada Without Poverty,Ceilidh Joan Henderson,1
Canada Without Poverty,Shawn Duguay,1
"Canada Without Poverty, the Canadian Mental Health Association Manitoba and Winnipeg, the Aboriginal Council of Winnipeg, Inc., and End Homelessness Winnipeg Inc.",Allison Fenske,1
"Canada Without Poverty, the Canadian Mental Health Association Manitoba and Winnipeg, the Aboriginal Council of Winnipeg, Inc., and End Homelessness Winnipeg Inc.",Byron Williams,1
"Canada Without Poverty, the Canadian Mental Health Association Manitoba and Winnipeg, the Aboriginal Council of Winnipeg, Inc., and End Homelessness Winnipeg Inc.",Dayna Steinfeld,1
Canada's Ecofiscal Commission,Stewart Elgie (LSM),1
Canada's National Firearms Association,Guy Lavergne,1
Canada's National Firearms Association,Solomon Friedman,1
Canadial Civil Liberties Association,Brian N. Radnoff,1
"Canadian AIDS Society, Canadian HIV/AIDS Legal Network and HIV & AIDS Legal Clinic Ontario",Paul K. Burstein,1
"Canadian AIDS Society, Canadian HIV/AIDS Legal Network and HIV & AIDS Legal Clinic Ontario",Richard Elliott,1
"Canadian AIDS Society, Canadian HIV/AIDS Legal Network and HIV & AIDS Legal Clinic Ontario",Ryan Peck,1
Canadian Alliance of Student Associations,Anna Lund,1
Canadian Alliance of Student Associations,Jeremy Opolsky,1
Canadian Alliance of Student Associations,Mike Noel,1
Canadian American Bar Association,Alyssa Tomkins,1
Canadian American Bar Association,Bradley E. Berg,1
Canadian American Bar Association,James Plotkin,1
Canadian American Bar Association,Max Shapiro,1
Canadian American Bar Association,Peter W. Hogg,1
Canadian Arab Federation and Canadian Tamil Congress,Barbara Jackman,1
Canadian Arab Federation and Canadian Tamil Congress,Hadayt Nazami,1
Canadian Arbitration Congress,Alejandro Manevich,1
Canadian Arbitration Congress,Ivan G. Whitehall (QC),1
Canadian Arbitration Congress,Paul M. Lalonde,1
Canadian Association for Community Living,C. Tess Sheldon,1
Canadian Association for Community Living,Joanna Birenbaum,1
Canadian Association for Community Living,Laurie Letheren,1
Canadian Association for Community Living,Susan Chapman,1
Canadian Association for Progress in Justice,Audrey Boctor,1
Canadian Association for Progress in Justice,Johanna Mortreux,1
Canadian Association for Progress in Justice,Kayla Strong,1
Canadian Association for Progress in Justice,Olga Redko,1
Canadian Association for Progress in Justice,Ryan D.W. Dalziel,1
Canadian Association for Progress in Justice,Ryan D.W. Dalziel (KC),1
Canadian Association of Black Lawyers,Atrisha Lewis,1
Canadian Association of Black Lawyers,Peter Thorning,1
Canadian Association of Black Lawyers,Sandra A. Lange,1
Canadian Association of Chiefs of Police,Bronson Toy,1
Canadian Association of Chiefs of Police,Bryant Mackey,1
Canadian Association of Chiefs of Police,Christiane Huneault,1
Canadian Association of Chiefs of Police,David Lynass,1
Canadian Association of Chiefs of Police,Derek Lai,1
Canadian Association of Chiefs of Police,Greg Preston,2
Canadian Association of Chiefs of Police,Jason D. Fraser,1
Canadian Association of Chiefs of Police,Joël M. Dubois,1
Canadian Association of Chiefs of Police,Leonard T. Doust (QC),1
Canadian Association of Chiefs of Police,Martine Sallaberry,1
Canadian Association of Chiefs of Police,Mathieu St-Germain,1
Canadian Association of Chiefs of Police,Philip Wright,1
Canadian Association of Chiefs of Police,Rachel Huntsman (QC),2
Canadian Association of Chiefs of Police,Vincent Westwick,1
Canadian Association of Counsel to Employers,Ajanthana Anandarajah,1
Canadian Association of Counsel to Employers,Andrew Weizman,1
Canadian Association of Counsel to Employers,Daniel Michaluk,1
Canadian Association of Counsel to Employers,Donald J. Jordan (QC),1
Canadian Association of Counsel to Employers,George Avraam,1
Canadian Association of Counsel to Employers,Grant G. Machum,1
Canadian Association of Counsel to Employers,Hugh J.D. McPhail (QC),1
Canadian Association of Counsel to Employers,Joseph Cohen Lyons,1
Canadian Association of Counsel to Employers,Juliette Mestre,1
Canadian Association of Counsel to Employers,Mark Hulstein,1
Canadian Association of Counsel to Employers,Mathieu Bernier Trudeau,1
Canadian Association of Counsel to Employers,Myriane Le François,1
Canadian Association of Counsel to Employers,Stephen F. Penney,1
Canadian Association of Counsel to Employers,Stewart McKelvey,1
Canadian Association of Counsel to Employers,Tim Lawson,1
Canadian Association of Counsel to Employers (CACE),Craig Neuman (QC),1
Canadian Association of Critical Care Nurses,Nahla Khouri,1
Canadian Association of Critical Care Nurses,Nicholas Saint-Martin,1
Canadian Association of Critical Care Nurses,Rahool P. Agarwal,1
Canadian Association of Crown Counsel,Paul J.J. Cavalluzzo,1
Canadian Association of Crown Counsel and Ontario Crown Attorneys' Association,Adrienne Telford,1
Canadian Association of Crown Counsel and Ontario Crown Attorneys' Association,Balraj K. Dosanjh,1
Canadian Association of Crown Counsel and Ontario Crown Attorneys' Association,Paul J.J. Cavalluzzo,1
Canadian Association of Elizabeth Fry Societies,Emilie Taman,1
Canadian Association of Elizabeth Fry Societies,Jessica D. Rose,1
Canadian Association of Elizabeth Fry Societies and John Howard Society of Canada,Allan Manson,1
Canadian Association of Elizabeth Fry Societies and John Howard Society of Canada,Elizabeth Thomas,1
Canadian Association of Elizabeth Fry Societies and Women's Legal Education and Action Fund,Christine Boyle (QC),1
Canadian Association of Elizabeth Fry Societies and Women's Legal Education and Action Fund,Joanna Birenbaum,1
Canadian Association of Insolvency and Restructuring Professionals,Adam Maerov,1
Canadian Association of Insolvency and Restructuring Professionals,C. Haddon Murray,2
